2.195178996771574020e-03,2.854567253962159157e-03,1.043336000293493271e-03,1.118456246331334114e-03
2.478966256603598595e-03,3.255208255723118782e-03,1.268696621991693974e-03,1.452323747798800468e-03
2.487313002347946167e-03,3.271901747211813927e-03,1.310430001467466354e-03,1.519097248092293739e-03
2.512353006750345230e-03,3.321981756016612053e-03,1.343816751614212990e-03,1.552483998239040375e-03
2.512353006750345230e-03,3.321981756016612053e-03,1.368856872431933880e-03,1.585870748385787010e-03
2.554086502641439438e-03,3.388755256310105324e-03,1.418936997652053833e-03,1.686030998826026917e-03
2.554086502641439438e-03,3.388755256310105324e-03,1.435630372725427151e-03,1.719417748972773552e-03
2.562433248385787010e-03,3.405448747798800468e-03,1.452323747798800468e-03,1.752804499119520187e-03
2.562433248385787010e-03,3.405448747798800468e-03,1.469017122872173786e-03,1.786191249266266823e-03
2.562433248385787010e-03,3.405448747798800468e-03,1.477363752201199532e-03,1.802884624339640141e-03
2.562433248385787010e-03,3.405448747798800468e-03,1.477363752201199532e-03,1.802884624339640141e-03
2.587473252788186073e-03,3.438835497945547104e-03,1.644297502934932709e-03,2.086672000586986542e-03
2.604166744276881218e-03,3.455528756603598595e-03,1.686030998826026917e-03,2.136752242222428322e-03
2.612513257190585136e-03,3.472222248092293739e-03,1.694377628155052662e-03,2.153445500880479813e-03
2.612513257190585136e-03,3.472222248092293739e-03,1.702724373899400234e-03,2.170138992369174957e-03
2.620860002934932709e-03,3.488915506750345230e-03,1.711071003228425980e-03,2.186832251027226448e-03
2.620860002934932709e-03,3.488915506750345230e-03,1.711071003228425980e-03,2.186832251027226448e-03
2.629206748679280281e-03,3.505608998239040375e-03,1.727764378301799297e-03,2.203525742515921593e-03
2.629206748679280281e-03,3.505608998239040375e-03,1.736111124046146870e-03,2.203525742515921593e-03
2.629206748679280281e-03,3.505608998239040375e-03,1.736111124046146870e-03,2.203525742515921593e-03
2.629206748679280281e-03,3.505608998239040375e-03,1.744457753375172615e-03,2.220219001173973083e-03
2.637553494423627853e-03,3.522302256897091866e-03,1.744457753375172615e-03,2.220219001173973083e-03
2.645900007337331772e-03,3.538995748385787010e-03,1.752804499119520187e-03,2.236912492662668228e-03
2.654246753081679344e-03,3.555689007043838501e-03,1.752804499119520187e-03,2.236912492662668228e-03
2.662593498826026917e-03,3.572382498532533646e-03,1.761151128448545933e-03,2.253605751320719719e-03
2.662593498826026917e-03,3.572382498532533646e-03,1.761151128448545933e-03,2.253605751320719719e-03
2.737713744863867760e-03,3.672542748972773552e-03,2.061631996184587479e-03,2.804487245157361031e-03
2.754407003521919250e-03,3.672542748972773552e-03,2.195178996771574020e-03,3.021501004695892334e-03
2.762753749266266823e-03,3.672542748972773552e-03,2.312032505869865417e-03,3.238514997065067291e-03
2.762753749266266823e-03,3.672542748972773552e-03,2.345419256016612053e-03,3.305288497358560562e-03
2.762753749266266823e-03,3.672542748972773552e-03,2.353766001760959625e-03,3.305288497358560562e-03
2.762753749266266823e-03,3.672542748972773552e-03,2.387152751907706261e-03,3.355368506163358688e-03
2.762753749266266823e-03,3.672542748972773552e-03,2.403846243396401405e-03,3.388755256310105324e-03
2.762753749266266823e-03,3.672542748972773552e-03,2.420539502054452896e-03,3.422142006456851959e-03
2.762753749266266823e-03,3.672542748972773552e-03,2.420539502054452896e-03,3.422142006456851959e-03
2.762753749266266823e-03,3.672542748972773552e-03,2.445579506456851959e-03,3.472222248092293739e-03
2.762753749266266823e-03,3.672542748972773552e-03,2.453926252201199532e-03,3.488915506750345230e-03
2.762753749266266823e-03,3.672542748972773552e-03,2.453926252201199532e-03,3.488915506750345230e-03
2.771100495010614395e-03,3.672542748972773552e-03,2.520699752494692802e-03,3.589075757190585136e-03
2.771100495010614395e-03,3.672542748972773552e-03,2.520699752494692802e-03,3.589075757190585136e-03
2.771100495010614395e-03,3.672542748972773552e-03,2.520699752494692802e-03,3.589075757190585136e-03
2.771100495010614395e-03,3.672542748972773552e-03,2.545739756897091866e-03,3.605769248679280281e-03
2.779447007924318314e-03,3.689236007630825043e-03,2.545739756897091866e-03,3.605769248679280281e-03
2.779447007924318314e-03,3.689236007630825043e-03,2.545739756897091866e-03,3.605769248679280281e-03
2.779447007924318314e-03,3.689236007630825043e-03,2.579126507043838501e-03,3.672542748972773552e-03
2.779447007924318314e-03,3.689236007630825043e-03,2.579126507043838501e-03,3.672542748972773552e-03
2.779447007924318314e-03,3.689236007630825043e-03,2.579126507043838501e-03,3.672542748972773552e-03
2.779447007924318314e-03,3.689236007630825043e-03,2.604166744276881218e-03,3.722622757777571678e-03
2.779447007924318314e-03,3.689236007630825043e-03,2.604166744276881218e-03,3.722622757777571678e-03
2.779447007924318314e-03,3.689236007630825043e-03,2.604166744276881218e-03,3.722622757777571678e-03
4.390357993543148041e-03,6.343482993543148041e-03,2.979767741635441780e-03,4.323584493249654770e-03
6.360176485031843185e-03,9.298210032284259796e-03,3.380408743396401405e-03,4.907852504402399063e-03
6.585536990314722061e-03,9.748931974172592163e-03,3.597422502934932709e-03,5.225026514381170273e-03
6.886017508804798126e-03,1.024973299354314804e-02,3.680889494717121124e-03,5.325186997652053833e-03
7.203191984444856644e-03,1.073384098708629608e-02,3.781049745157361031e-03,5.475427489727735519e-03
7.520365994423627853e-03,1.128472201526165009e-02,4.006410483270883560e-03,5.825988017022609711e-03
7.520365994423627853e-03,1.128472201526165009e-02,4.114917013794183731e-03,6.009615492075681686e-03
7.520365994423627853e-03,1.128472201526165009e-02,4.148303996771574020e-03,6.059695500880479813e-03
7.528712507337331772e-03,1.130141597241163254e-02,4.173344001173973083e-03,6.093082483857870102e-03
7.595486007630825043e-03,1.143496297299861908e-02,4.206730984151363373e-03,6.159855984151363373e-03
7.628872990608215332e-03,1.148504298180341721e-02,4.248464014381170273e-03,6.243322510272264481e-03
7.628872990608215332e-03,1.148504298180341721e-02,4.298544488847255707e-03,6.343482993543148041e-03
7.637219503521919250e-03,1.150173600763082504e-02,4.306891001760959625e-03,6.360176485031843185e-03
7.637219503521919250e-03,1.150173600763082504e-02,4.340277984738349915e-03,6.410256493836641312e-03
7.662259507924318314e-03,1.155181601643562317e-02,4.348624497652053833e-03,6.426949985325336456e-03
7.845886982977390289e-03,1.188568398356437683e-02,4.473824985325336456e-03,6.660657003521919250e-03
7.845886982977390289e-03,1.188568398356437683e-02,4.523904994130134583e-03,6.727430503815412521e-03
7.845886982977390289e-03,1.188568398356437683e-02,4.557291511446237564e-03,6.777510512620210648e-03
7.845886982977390289e-03,1.188568398356437683e-02,4.557291511446237564e-03,6.777510512620210648e-03
7.845886982977390289e-03,1.188568398356437683e-02,4.590678494423627853e-03,6.844284012913703918e-03
7.845886982977390289e-03,1.188568398356437683e-02,4.607371985912322998e-03,6.877670995891094208e-03
7.845886982977390289e-03,1.188568398356437683e-02,4.640758503228425980e-03,6.944444496184587479e-03
7.870926521718502045e-03,1.191907096654176712e-02,4.640758503228425980e-03,6.944444496184587479e-03
7.879273965954780579e-03,1.193576399236917496e-02,4.640758503228425980e-03,6.944444496184587479e-03
7.879273965954780579e-03,1.193576399236917496e-02,4.657451994717121124e-03,6.961137987673282623e-03
7.879273965954780579e-03,1.193576399236917496e-02,4.674145486205816269e-03,6.994524504989385605e-03
7.879273965954780579e-03,1.193576399236917496e-02,4.682491999119520187e-03,7.011217996478080750e-03
7.887620478868484497e-03,1.195245701819658279e-02,4.690838512033224106e-03,7.027911487966775894e-03
7.887620478868484497e-03,1.195245701819658279e-02,4.699185490608215332e-03,7.044604513794183731e-03
7.912660017609596252e-03,1.200253702700138092e-02,4.732572007924318314e-03,7.111378014087677002e-03
8.037860505282878876e-03,1.223624497652053833e-02,4.899505991488695145e-03,7.395165506750345230e-03
8.037860505282878876e-03,1.223624497652053833e-02,4.949586000293493271e-03,7.495325990021228790e-03
8.062900975346565247e-03,1.228632498532533646e-02,5.008012987673282623e-03,7.562099490314722061e-03
8.071247488260269165e-03,1.230301801115274429e-02,5.016359500586986542e-03,7.578792516142129898e-03
8.087940514087677002e-03,1.231971196830272675e-02,5.033052992075681686e-03,7.612179499119520187e-03
8.096287027001380920e-03,1.233640499413013458e-02,5.058092996478080750e-03,7.662259507924318314e-03
8.104634471237659454e-03,1.235309801995754242e-02,5.074786487966775894e-03,7.678952999413013458e-03
8.104634471237659454e-03,1.235309801995754242e-02,5.074786487966775894e-03,7.678952999413013458e-03
8.121327497065067291e-03,1.238648500293493271e-02,5.074786487966775894e-03,7.678952999413013458e-03
8.121327497065067291e-03,1.238648500293493271e-02,5.074786487966775894e-03,7.678952999413013458e-03
8.138020522892475128e-03,1.241987198591232300e-02,5.091479513794183731e-03,7.712339516729116440e-03
8.188100531697273254e-03,1.252003200352191925e-02,5.091479513794183731e-03,7.712339516729116440e-03
8.196447975933551788e-03,1.253672502934932709e-02,5.099826492369174957e-03,7.729033008217811584e-03
8.221487514674663544e-03,1.258680596947669983e-02,5.108173005282878876e-03,7.745726499706506729e-03
8.246527984738349915e-03,1.263688597828149796e-02,5.141559988260269165e-03,7.812500000000000000e-03
8.246527984738349915e-03,1.263688597828149796e-02,5.141559988260269165e-03,7.812500000000000000e-03
8.246527984738349915e-03,1.263688597828149796e-02,5.149906501173973083e-03,7.829193025827407837e-03
8.246527984738349915e-03,1.263688597828149796e-02,5.174946505576372147e-03,7.879273965954780579e-03
8.346688002347946167e-03,1.277043297886848450e-02,5.225026514381170273e-03,7.929353974759578705e-03
